id,modelId,birth,createdAt,updatedAt
1109,1109,2003-01-13,2022-11-26,2022-11-26
1110,1110,2003-01-14,2022-11-26,2022-11-26
1111,1111,2003-01-15,2022-11-26,2022-11-26
1112,1112,2003-01-16,2022-11-26,2022-11-26
1113,1113,2003-01-17,2022-11-26,2022-11-26
1114,1114,2003-01-18,2022-11-26,2022-11-26
1115,1115,2003-01-19,2022-11-26,2022-11-26
1116,1116,2003-01-20,2022-11-26,2022-11-26
1117,1117,2003-01-21,2022-11-26,2022-11-26
1118,1118,2003-01-22,2022-11-26,2022-11-26
1119,1119,2003-01-23,2022-11-26,2022-11-26
1120,1120,2003-01-24,2022-11-26,2022-11-26
1121,1121,2003-01-25,2022-11-26,2022-11-26
1122,1122,2003-01-26,2022-11-26,2022-11-26
1123,1123,2003-01-27,2022-11-26,2022-11-26
1124,1124,2003-01-28,2022-11-26,2022-11-26
1125,1125,2003-01-29,2022-11-26,2022-11-26
1126,1126,2003-01-30,2022-11-26,2022-11-26
1127,1127,2003-01-31,2022-11-26,2022-11-26
1128,1128,2003-02-01,2022-11-26,2022-11-26
1129,1129,2003-02-02,2022-11-26,2022-11-26
1130,1130,2003-02-03,2022-11-26,2022-11-26
1131,1131,2003-02-04,2022-11-26,2022-11-26
1132,1132,2003-02-05,2022-11-26,2022-11-26
1133,1133,2003-02-06,2022-11-26,2022-11-26
1134,1134,2003-02-07,2022-11-26,2022-11-26
1135,1135,2003-02-08,2022-11-26,2022-11-26
1136,1136,2003-02-09,2022-11-26,2022-11-26
1137,1137,2003-02-10,2022-11-26,2022-11-26
1138,1138,2003-02-11,2022-11-26,2022-11-26
1139,1139,2003-02-12,2022-11-26,2022-11-26
1140,1140,2003-02-13,2022-11-26,2022-11-26
1141,1141,2003-02-14,2022-11-26,2022-11-26
1142,1142,2003-02-15,2022-11-26,2022-11-26
1143,1143,2003-02-16,2022-11-26,2022-11-26
1144,1144,2003-02-17,2022-11-26,2022-11-26
1145,1145,2003-02-18,2022-11-26,2022-11-26
1146,1146,2003-02-19,2022-11-26,2022-11-26
1147,1147,2003-02-20,2022-11-26,2022-11-26
1148,1148,2003-02-21,2022-11-26,2022-11-26
1149,1149,2003-02-22,2022-11-26,2022-11-26
1150,1150,2003-02-23,2022-11-26,2022-11-26
1151,1151,2003-02-24,2022-11-26,2022-11-26
1152,1152,2003-02-25,2022-11-26,2022-11-26
1153,1153,2003-02-26,2022-11-26,2022-11-26
1154,1154,2003-02-27,2022-11-26,2022-11-26
1155,1155,2003-02-28,2022-11-26,2022-11-26
1156,1156,2003-03-01,2022-11-26,2022-11-26
1157,1157,2003-03-02,2022-11-26,2022-11-26
1158,1158,2003-03-03,2022-11-26,2022-11-26
1159,1159,2003-03-04,2022-11-26,2022-11-26
1160,1160,2003-03-05,2022-11-26,2022-11-26
1161,1161,2003-03-06,2022-11-26,2022-11-26
1162,1162,2003-03-07,2022-11-26,2022-11-26
1163,1163,2003-03-08,2022-11-26,2022-11-26
1164,1164,2003-03-09,2022-11-26,2022-11-26
1165,1165,2003-03-10,2022-11-26,2022-11-26
1166,1166,2003-03-11,2022-11-26,2022-11-26
1167,1167,2003-03-12,2022-11-26,2022-11-26
1168,1168,2003-03-13,2022-11-26,2022-11-26
1169,1169,2003-03-14,2022-11-26,2022-11-26
1170,1170,2003-03-15,2022-11-26,2022-11-26
1171,1171,2003-03-16,2022-11-26,2022-11-26
1172,1172,2003-03-17,2022-11-26,2022-11-26
1173,1173,2003-03-18,2022-11-26,2022-11-26
1174,1174,2003-03-19,2022-11-26,2022-11-26
1175,1175,2003-03-20,2022-11-26,2022-11-26
1176,1176,2003-03-21,2022-11-26,2022-11-26
1177,1177,2003-03-22,2022-11-26,2022-11-26
1178,1178,2003-03-23,2022-11-26,2022-11-26
1179,1179,2003-03-24,2022-11-26,2022-11-26
1180,1180,2003-03-25,2022-11-26,2022-11-26
1181,1181,2003-03-26,2022-11-26,2022-11-26
1182,1182,2003-03-27,2022-11-26,2022-11-26
1183,1183,2003-03-28,2022-11-26,2022-11-26
1184,1184,2003-03-29,2022-11-26,2022-11-26
1185,1185,2003-03-30,2022-11-26,2022-11-26
1186,1186,2003-03-31,2022-11-26,2022-11-26
1187,1187,2003-04-01,2022-11-26,2022-11-26
1188,1188,2003-04-02,2022-11-26,2022-11-26
1189,1189,2003-04-03,2022-11-26,2022-11-26
1190,1190,2003-04-04,2022-11-26,2022-11-26
1191,1191,2003-04-05,2022-11-26,2022-11-26
1192,1192,2003-04-06,2022-11-26,2022-11-26
1193,1193,2003-04-07,2022-11-26,2022-11-26
1194,1194,2003-04-08,2022-11-26,2022-11-26
1195,1195,2003-04-09,2022-11-26,2022-11-26
1196,1196,2003-04-10,2022-11-26,2022-11-26
1197,1197,2003-04-11,2022-11-26,2022-11-26
1198,1198,2003-04-12,2022-11-26,2022-11-26
1199,1199,2003-04-13,2022-11-26,2022-11-26
1200,1200,2003-04-14,2022-11-26,2022-11-26
1201,1201,2003-04-15,2022-11-26,2022-11-26
1202,1202,2003-04-16,2022-11-26,2022-11-26
1203,1203,2003-04-17,2022-11-26,2022-11-26
1204,1204,2003-04-18,2022-11-26,2022-11-26
1205,1205,2003-04-19,2022-11-26,2022-11-26
1206,1206,2003-04-20,2022-11-26,2022-11-26
1207,1207,2003-04-21,2022-11-26,2022-11-26
1208,1208,2003-04-22,2022-11-26,2022-11-26
1209,1209,2003-04-23,2022-11-26,2022-11-26
1210,1210,2003-04-24,2022-11-26,2022-11-26
1211,1211,2003-04-25,2022-11-26,2022-11-26
1212,1212,2003-04-26,2022-11-26,2022-11-26
1213,1213,2003-04-27,2022-11-26,2022-11-26
1214,1214,2003-04-28,2022-11-26,2022-11-26
1215,1215,2003-04-29,2022-11-26,2022-11-26
1216,1216,2003-04-30,2022-11-26,2022-11-26
1217,1217,2003-05-01,2022-11-26,2022-11-26
1218,1218,2003-05-02,2022-11-26,2022-11-26
1219,1219,2003-05-03,2022-11-26,2022-11-26
1220,1220,2003-05-04,2022-11-26,2022-11-26
1221,1221,2003-05-05,2022-11-26,2022-11-26
1222,1222,2003-05-06,2022-11-26,2022-11-26
1223,1223,2003-05-07,2022-11-26,2022-11-26
1224,1224,2003-05-08,2022-11-26,2022-11-26
1225,1225,2003-05-09,2022-11-26,2022-11-26
1226,1226,2003-05-10,2022-11-26,2022-11-26
1227,1227,2003-05-11,2022-11-26,2022-11-26
1228,1228,2003-05-12,2022-11-26,2022-11-26
1229,1229,2003-05-13,2022-11-26,2022-11-26
1230,1230,2003-05-14,2022-11-26,2022-11-26
1231,1231,2003-05-15,2022-11-26,2022-11-26
1232,1232,2003-05-16,2022-11-26,2022-11-26
1233,1233,2003-05-17,2022-11-26,2022-11-26
1234,1234,2003-05-18,2022-11-26,2022-11-26
1235,1235,2003-05-19,2022-11-26,2022-11-26
1236,1236,2003-05-20,2022-11-26,2022-11-26
1237,1237,2003-05-21,2022-11-26,2022-11-26
1238,1238,2003-05-22,2022-11-26,2022-11-26
1239,1239,2003-05-23,2022-11-26,2022-11-26
1240,1240,2003-05-24,2022-11-26,2022-11-26
1241,1241,2003-05-25,2022-11-26,2022-11-26
1242,1242,2003-05-26,2022-11-26,2022-11-26
1243,1243,2003-05-27,2022-11-26,2022-11-26
1244,1244,2003-05-28,2022-11-26,2022-11-26
1245,1245,2003-05-29,2022-11-26,2022-11-26
1246,1246,2003-05-30,2022-11-26,2022-11-26
1247,1247,2003-05-31,2022-11-26,2022-11-26
1248,1248,2003-06-01,2022-11-26,2022-11-26
1249,1249,2003-06-02,2022-11-26,2022-11-26
1250,1250,2003-06-03,2022-11-26,2022-11-26
1251,1251,2003-06-04,2022-11-26,2022-11-26
1252,1252,2003-06-05,2022-11-26,2022-11-26
1253,1253,2003-06-06,2022-11-26,2022-11-26
1254,1254,2003-06-07,2022-11-26,2022-11-26
1255,1255,2003-06-08,2022-11-26,2022-11-26
1256,1256,2003-06-09,2022-11-26,2022-11-26
1257,1257,2003-06-10,2022-11-26,2022-11-26
1258,1258,2003-06-11,2022-11-26,2022-11-26
1259,1259,2003-06-12,2022-11-26,2022-11-26
1260,1260,2003-06-13,2022-11-26,2022-11-26
1261,1261,2003-06-14,2022-11-26,2022-11-26
1262,1262,2003-06-15,2022-11-26,2022-11-26
1263,1263,2003-06-16,2022-11-26,2022-11-26
1264,1264,2003-06-17,2022-11-26,2022-11-26
1265,1265,2003-06-18,2022-11-26,2022-11-26
1266,1266,2003-06-19,2022-11-26,2022-11-26
1267,1267,2003-06-20,2022-11-26,2022-11-26
1268,1268,2003-06-21,2022-11-26,2022-11-26
1269,1269,2003-06-22,2022-11-26,2022-11-26
1270,1270,2003-06-23,2022-11-26,2022-11-26
1271,1271,2003-06-24,2022-11-26,2022-11-26
1272,1272,2003-06-25,2022-11-26,2022-11-26
1273,1273,2003-06-26,2022-11-26,2022-11-26
1274,1274,2003-06-27,2022-11-26,2022-11-26
1275,1275,2003-06-28,2022-11-26,2022-11-26
1276,1276,2003-06-29,2022-11-26,2022-11-26
1277,1277,2003-06-30,2022-11-26,2022-11-26
1278,1278,2003-07-01,2022-11-26,2022-11-26
1279,1279,2003-07-02,2022-11-26,2022-11-26
1280,1280,2003-07-03,2022-11-26,2022-11-26
1281,1281,2003-07-04,2022-11-26,2022-11-26
1282,1282,2003-07-05,2022-11-26,2022-11-26
1283,1283,2003-07-06,2022-11-26,2022-11-26
1284,1284,2003-07-07,2022-11-26,2022-11-26
1285,1285,2003-07-08,2022-11-26,2022-11-26
1286,1286,2003-07-09,2022-11-26,2022-11-26
1287,1287,2003-07-10,2022-11-26,2022-11-26
1288,1288,2003-07-11,2022-11-26,2022-11-26
1289,1289,2003-07-12,2022-11-26,2022-11-26
1290,1290,2003-07-13,2022-11-26,2022-11-26
1291,1291,2003-07-14,2022-11-26,2022-11-26
1292,1292,2003-07-15,2022-11-26,2022-11-26
1293,1293,2003-07-16,2022-11-26,2022-11-26
1294,1294,2003-07-17,2022-11-26,2022-11-26
1295,1295,2003-07-18,2022-11-26,2022-11-26
1296,1296,2003-07-19,2022-11-26,2022-11-26
1297,1297,2003-07-20,2022-11-26,2022-11-26
1298,1298,2003-07-21,2022-11-26,2022-11-26
1299,1299,2003-07-22,2022-11-26,2022-11-26
1300,1300,2003-07-23,2022-11-26,2022-11-26
1301,1301,2003-07-24,2022-11-26,2022-11-26
1302,1302,2003-07-25,2022-11-26,2022-11-26
1303,1303,2003-07-26,2022-11-26,2022-11-26
1304,1304,2003-07-27,2022-11-26,2022-11-26
1305,1305,2003-07-28,2022-11-26,2022-11-26
1306,1306,2003-07-29,2022-11-26,2022-11-26
1307,1307,2003-07-30,2022-11-26,2022-11-26
1308,1308,2003-07-31,2022-11-26,2022-11-26
1309,1309,2003-08-01,2022-11-26,2022-11-26
1310,1310,2003-08-02,2022-11-26,2022-11-26
1311,1311,2003-08-03,2022-11-26,2022-11-26
1312,1312,2003-08-04,2022-11-26,2022-11-26
1313,1313,2003-08-05,2022-11-26,2022-11-26
1314,1314,2003-08-06,2022-11-26,2022-11-26
1315,1315,2003-08-07,2022-11-26,2022-11-26
1316,1316,2003-08-08,2022-11-26,2022-11-26
1317,1317,2003-08-09,2022-11-26,2022-11-26
1318,1318,2003-08-10,2022-11-26,2022-11-26
1319,1319,2003-08-11,2022-11-26,2022-11-26
1320,1320,2003-08-12,2022-11-26,2022-11-26
1321,1321,2003-08-13,2022-11-26,2022-11-26
1322,1322,2003-08-14,2022-11-26,2022-11-26
1323,1323,2003-08-15,2022-11-26,2022-11-26
1324,1324,2003-08-16,2022-11-26,2022-11-26
1325,1325,2003-08-17,2022-11-26,2022-11-26
1326,1326,2003-08-18,2022-11-26,2022-11-26
1327,1327,2003-08-19,2022-11-26,2022-11-26
1328,1328,2003-08-20,2022-11-26,2022-11-26
1329,1329,2003-08-21,2022-11-26,2022-11-26
1330,1330,2003-08-22,2022-11-26,2022-11-26
1331,1331,2003-08-23,2022-11-26,2022-11-26
1332,1332,2003-08-24,2022-11-26,2022-11-26
1333,1333,2003-08-25,2022-11-26,2022-11-26
1334,1334,2003-08-26,2022-11-26,2022-11-26
1335,1335,2003-08-27,2022-11-26,2022-11-26
1336,1336,2003-08-28,2022-11-26,2022-11-26
1337,1337,2003-08-29,2022-11-26,2022-11-26
1338,1338,2003-08-30,2022-11-26,2022-11-26
1339,1339,2003-08-31,2022-11-26,2022-11-26
1340,1340,2003-09-01,2022-11-26,2022-11-26
1341,1341,2003-09-02,2022-11-26,2022-11-26
1342,1342,2003-09-03,2022-11-26,2022-11-26
1343,1343,2003-09-04,2022-11-26,2022-11-26
1344,1344,2003-09-05,2022-11-26,2022-11-26
1345,1345,2003-09-06,2022-11-26,2022-11-26
1346,1346,2003-09-07,2022-11-26,2022-11-26
1347,1347,2003-09-08,2022-11-26,2022-11-26
1348,1348,2003-09-09,2022-11-26,2022-11-26
1349,1349,2003-09-10,2022-11-26,2022-11-26
1350,1350,2003-09-11,2022-11-26,2022-11-26
1351,1351,2003-09-12,2022-11-26,2022-11-26
1352,1352,2003-09-13,2022-11-26,2022-11-26
1353,1353,2003-09-14,2022-11-26,2022-11-26
1354,1354,2003-09-15,2022-11-26,2022-11-26
1355,1355,2003-09-16,2022-11-26,2022-11-26
1356,1356,2003-09-17,2022-11-26,2022-11-26
1357,1357,2003-09-18,2022-11-26,2022-11-26
1358,1358,2003-09-19,2022-11-26,2022-11-26
1359,1359,2003-09-20,2022-11-26,2022-11-26
1360,1360,2003-09-21,2022-11-26,2022-11-26
1361,1361,2003-09-22,2022-11-26,2022-11-26
1362,1362,2003-09-23,2022-11-26,2022-11-26
1363,1363,2003-09-24,2022-11-26,2022-11-26
1364,1364,2003-09-25,2022-11-26,2022-11-26
1365,1365,2003-09-26,2022-11-26,2022-11-26
1366,1366,2003-09-27,2022-11-26,2022-11-26
1367,1367,2003-09-28,2022-11-26,2022-11-26
1368,1368,2003-09-29,2022-11-26,2022-11-26
1369,1369,2003-09-30,2022-11-26,2022-11-26
1370,1370,2003-10-01,2022-11-26,2022-11-26
1371,1371,2003-10-02,2022-11-26,2022-11-26
1372,1372,2003-10-03,2022-11-26,2022-11-26
1373,1373,2003-10-04,2022-11-26,2022-11-26
1374,1374,2003-10-05,2022-11-26,2022-11-26
1375,1375,2003-10-06,2022-11-26,2022-11-26
1376,1376,2003-10-07,2022-11-26,2022-11-26
1377,1377,2003-10-08,2022-11-26,2022-11-26
1378,1378,2003-10-09,2022-11-26,2022-11-26
1379,1379,2003-10-10,2022-11-26,2022-11-26
1380,1380,2003-10-11,2022-11-26,2022-11-26
1381,1381,2003-10-12,2022-11-26,2022-11-26
1382,1382,2003-10-13,2022-11-26,2022-11-26
1383,1383,2003-10-14,2022-11-26,2022-11-26
1384,1384,2003-10-15,2022-11-26,2022-11-26
1385,1385,2003-10-16,2022-11-26,2022-11-26
1386,1386,2003-10-17,2022-11-26,2022-11-26
1387,1387,2003-10-18,2022-11-26,2022-11-26
1388,1388,2003-10-19,2022-11-26,2022-11-26
1389,1389,2003-10-20,2022-11-26,2022-11-26
1390,1390,2003-10-21,2022-11-26,2022-11-26
1391,1391,2003-10-22,2022-11-26,2022-11-26
1392,1392,2003-10-23,2022-11-26,2022-11-26
1393,1393,2003-10-24,2022-11-26,2022-11-26
1394,1394,2003-10-25,2022-11-26,2022-11-26
1395,1395,2003-10-26,2022-11-26,2022-11-26
1396,1396,2003-10-27,2022-11-26,2022-11-26
1397,1397,2003-10-28,2022-11-26,2022-11-26
1398,1398,2003-10-29,2022-11-26,2022-11-26
1399,1399,2003-10-30,2022-11-26,2022-11-26
1400,1400,2003-10-31,2022-11-26,2022-11-26
1401,1401,2003-11-01,2022-11-26,2022-11-26
1402,1402,2003-11-02,2022-11-26,2022-11-26
1403,1403,2003-11-03,2022-11-26,2022-11-26
1404,1404,2003-11-04,2022-11-26,2022-11-26
1405,1405,2003-11-05,2022-11-26,2022-11-26
1406,1406,2003-11-06,2022-11-26,2022-11-26
1407,1407,2003-11-07,2022-11-26,2022-11-26
1408,1408,2003-11-08,2022-11-26,2022-11-26
1409,1409,2003-11-09,2022-11-26,2022-11-26
1410,1410,2003-11-10,2022-11-26,2022-11-26
1411,1411,2003-11-11,2022-11-26,2022-11-26
1412,1412,2003-11-12,2022-11-26,2022-11-26
1413,1413,2003-11-13,2022-11-26,2022-11-26
1414,1414,2003-11-14,2022-11-26,2022-11-26
1415,1415,2003-11-15,2022-11-26,2022-11-26
1416,1416,2003-11-16,2022-11-26,2022-11-26
1417,1417,2003-11-17,2022-11-26,2022-11-26
1418,1418,2003-11-18,2022-11-26,2022-11-26
1419,1419,2003-11-19,2022-11-26,2022-11-26
1420,1420,2003-11-20,2022-11-26,2022-11-26
1421,1421,2003-11-21,2022-11-26,2022-11-26
1422,1422,2003-11-22,2022-11-26,2022-11-26
1423,1423,2003-11-23,2022-11-26,2022-11-26
1424,1424,2003-11-24,2022-11-26,2022-11-26
1425,1425,2003-11-25,2022-11-26,2022-11-26
1426,1426,2003-11-26,2022-11-26,2022-11-26
1427,1427,2003-11-27,2022-11-26,2022-11-26
1428,1428,2003-11-28,2022-11-26,2022-11-26
1429,1429,2003-11-29,2022-11-26,2022-11-26
1430,1430,2003-11-30,2022-11-26,2022-11-26
1431,1431,2003-12-01,2022-11-26,2022-11-26
1432,1432,2003-12-02,2022-11-26,2022-11-26
1433,1433,2003-12-03,2022-11-26,2022-11-26
1434,1434,2003-12-04,2022-11-26,2022-11-26
1435,1435,2003-12-05,2022-11-26,2022-11-26
1436,1436,2003-12-06,2022-11-26,2022-11-26
1437,1437,2003-12-07,2022-11-26,2022-11-26
1438,1438,2003-12-08,2022-11-26,2022-11-26
1439,1439,2003-12-09,2022-11-26,2022-11-26
1440,1440,2003-12-10,2022-11-26,2022-11-26
1441,1441,2003-12-11,2022-11-26,2022-11-26
1442,1442,2003-12-12,2022-11-26,2022-11-26
1443,1443,2003-12-13,2022-11-26,2022-11-26
1444,1444,2003-12-14,2022-11-26,2022-11-26
1445,1445,2003-12-15,2022-11-26,2022-11-26
1446,1446,2003-12-16,2022-11-26,2022-11-26
1447,1447,2003-12-17,2022-11-26,2022-11-26
1448,1448,2003-12-18,2022-11-26,2022-11-26
1449,1449,2003-12-19,2022-11-26,2022-11-26
1450,1450,2003-12-20,2022-11-26,2022-11-26
1451,1451,2003-12-21,2022-11-26,2022-11-26
1452,1452,2003-12-22,2022-11-26,2022-11-26
1453,1453,2003-12-23,2022-11-26,2022-11-26
1454,1454,2003-12-24,2022-11-26,2022-11-26
1455,1455,2003-12-25,2022-11-26,2022-11-26
1456,1456,2003-12-26,2022-11-26,2022-11-26
1457,1457,2003-12-27,2022-11-26,2022-11-26
1458,1458,2003-12-28,2022-11-26,2022-11-26
1459,1459,2003-12-29,2022-11-26,2022-11-26
1460,1460,2003-12-30,2022-11-26,2022-11-26
1461,1461,2003-12-31,2022-11-26,2022-11-26
1462,1462,2004-01-01,2022-11-26,2022-11-26
1463,1463,2004-01-02,2022-11-26,2022-11-26
1464,1464,2004-01-03,2022-11-26,2022-11-26
1465,1465,2004-01-04,2022-11-26,2022-11-26
1466,1466,2004-01-05,2022-11-26,2022-11-26
1467,1467,2004-01-06,2022-11-26,2022-11-26
1468,1468,2004-01-07,2022-11-26,2022-11-26
1469,1469,2004-01-08,2022-11-26,2022-11-26
1470,1470,2004-01-09,2022-11-26,2022-11-26
1471,1471,2004-01-10,2022-11-26,2022-11-26
1472,1472,2004-01-11,2022-11-26,2022-11-26
1473,1473,2004-01-12,2022-11-26,2022-11-26
1474,1474,2004-01-13,2022-11-26,2022-11-26
1475,1475,2004-01-14,2022-11-26,2022-11-26
1476,1476,2004-01-15,2022-11-26,2022-11-26
1477,1477,2004-01-16,2022-11-26,2022-11-26
1478,1478,2004-01-17,2022-11-26,2022-11-26
1479,1479,2004-01-18,2022-11-26,2022-11-26
1480,1480,2004-01-19,2022-11-26,2022-11-26
1481,1481,2004-01-20,2022-11-26,2022-11-26
1482,1482,2004-01-21,2022-11-26,2022-11-26
1483,1483,2004-01-22,2022-11-26,2022-11-26
1484,1484,2004-01-23,2022-11-26,2022-11-26
1485,1485,2004-01-24,2022-11-26,2022-11-26
1486,1486,2004-01-25,2022-11-26,2022-11-26
1487,1487,2004-01-26,2022-11-26,2022-11-26
1488,1488,2004-01-27,2022-11-26,2022-11-26
1489,1489,2004-01-28,2022-11-26,2022-11-26
1490,1490,2004-01-29,2022-11-26,2022-11-26
1491,1491,2004-01-30,2022-11-26,2022-11-26
1492,1492,2004-01-31,2022-11-26,2022-11-26
1493,1493,2004-02-01,2022-11-26,2022-11-26
1494,1494,2004-02-02,2022-11-26,2022-11-26
1495,1495,2004-02-03,2022-11-26,2022-11-26
1496,1496,2004-02-04,2022-11-26,2022-11-26
1497,1497,2004-02-05,2022-11-26,2022-11-26
1498,1498,2004-02-06,2022-11-26,2022-11-26
1499,1499,2004-02-07,2022-11-26,2022-11-26
1500,1500,2004-02-08,2022-11-26,2022-11-26
1501,1501,2004-02-09,2022-11-26,2022-11-26
1502,1502,2004-02-10,2022-11-26,2022-11-26
1503,1503,2004-02-11,2022-11-26,2022-11-26
1504,1504,2004-02-12,2022-11-26,2022-11-26
1505,1505,2004-02-13,2022-11-26,2022-11-26
1506,1506,2004-02-14,2022-11-26,2022-11-26
1507,1507,2004-02-15,2022-11-26,2022-11-26
1508,1508,2004-02-16,2022-11-26,2022-11-26
1509,1509,2004-02-17,2022-11-26,2022-11-26
1510,1510,2004-02-18,2022-11-26,2022-11-26
1511,1511,2004-02-19,2022-11-26,2022-11-26
1512,1512,2004-02-20,2022-11-26,2022-11-26
1513,1513,2004-02-21,2022-11-26,2022-11-26
1514,1514,2004-02-22,2022-11-26,2022-11-26
1515,1515,2004-02-23,2022-11-26,2022-11-26
1516,1516,2004-02-24,2022-11-26,2022-11-26
1517,1517,2004-02-25,2022-11-26,2022-11-26
1518,1518,2004-02-26,2022-11-26,2022-11-26
1519,1519,2004-02-27,2022-11-26,2022-11-26
1520,1520,2004-02-28,2022-11-26,2022-11-26
1521,1521,2004-02-29,2022-11-26,2022-11-26
1522,1522,2004-03-01,2022-11-26,2022-11-26
1523,1523,2004-03-02,2022-11-26,2022-11-26
1524,1524,2004-03-03,2022-11-26,2022-11-26
1525,1525,2004-03-04,2022-11-26,2022-11-26
1526,1526,2004-03-05,2022-11-26,2022-11-26
1527,1527,2004-03-06,2022-11-26,2022-11-26
1528,1528,2004-03-07,2022-11-26,2022-11-26
1529,1529,2004-03-08,2022-11-26,2022-11-26
1530,1530,2004-03-09,2022-11-26,2022-11-26
1531,1531,2004-03-10,2022-11-26,2022-11-26
1532,1532,2004-03-11,2022-11-26,2022-11-26
1533,1533,2004-03-12,2022-11-26,2022-11-26
1534,1534,2004-03-13,2022-11-26,2022-11-26
1535,1535,2004-03-14,2022-11-26,2022-11-26
1536,1536,2004-03-15,2022-11-26,2022-11-26
1537,1537,2004-03-16,2022-11-26,2022-11-26
1538,1538,2004-03-17,2022-11-26,2022-11-26
1539,1539,2004-03-18,2022-11-26,2022-11-26
1540,1540,2004-03-19,2022-11-26,2022-11-26
1541,1541,2004-03-20,2022-11-26,2022-11-26
1542,1542,2004-03-21,2022-11-26,2022-11-26
1543,1543,2004-03-22,2022-11-26,2022-11-26
1544,1544,2004-03-23,2022-11-26,2022-11-26
1545,1545,2004-03-24,2022-11-26,2022-11-26
1546,1546,2004-03-25,2022-11-26,2022-11-26
1547,1547,2004-03-26,2022-11-26,2022-11-26
1548,1548,2004-03-27,2022-11-26,2022-11-26
1549,1549,2004-03-28,2022-11-26,2022-11-26
1550,1550,2004-03-29,2022-11-26,2022-11-26
1551,1551,2004-03-30,2022-11-26,2022-11-26
1552,1552,2004-03-31,2022-11-26,2022-11-26
1553,1553,2004-04-01,2022-11-26,2022-11-26
1554,1554,2004-04-02,2022-11-26,2022-11-26
1555,1555,2004-04-03,2022-11-26,2022-11-26
1556,1556,2004-04-04,2022-11-26,2022-11-26
1557,1557,2004-04-05,2022-11-26,2022-11-26
1558,1558,2004-04-06,2022-11-26,2022-11-26
1559,1559,2004-04-07,2022-11-26,2022-11-26
1560,1560,2004-04-08,2022-11-26,2022-11-26
1561,1561,2004-04-09,2022-11-26,2022-11-26
1562,1562,2004-04-10,2022-11-26,2022-11-26
1563,1563,2004-04-11,2022-11-26,2022-11-26
1564,1564,2004-04-12,2022-11-26,2022-11-26
1565,1565,2004-04-13,2022-11-26,2022-11-26
1566,1566,2004-04-14,2022-11-26,2022-11-26
1567,1567,2004-04-15,2022-11-26,2022-11-26
1568,1568,2004-04-16,2022-11-26,2022-11-26
1569,1569,2004-04-17,2022-11-26,2022-11-26
1570,1570,2004-04-18,2022-11-26,2022-11-26
1571,1571,2004-04-19,2022-11-26,2022-11-26
1572,1572,2004-04-20,2022-11-26,2022-11-26
1573,1573,2004-04-21,2022-11-26,2022-11-26
1574,1574,2004-04-22,2022-11-26,2022-11-26
1575,1575,2004-04-23,2022-11-26,2022-11-26
1576,1576,2004-04-24,2022-11-26,2022-11-26
1577,1577,2004-04-25,2022-11-26,2022-11-26
1578,1578,2004-04-26,2022-11-26,2022-11-26
1579,1579,2004-04-27,2022-11-26,2022-11-26
1580,1580,2004-04-28,2022-11-26,2022-11-26
1581,1581,2004-04-29,2022-11-26,2022-11-26
1582,1582,2004-04-30,2022-11-26,2022-11-26
1583,1583,2004-05-01,2022-11-26,2022-11-26
1584,1584,2004-05-02,2022-11-26,2022-11-26
1585,1585,2004-05-03,2022-11-26,2022-11-26
1586,1586,2004-05-04,2022-11-26,2022-11-26
1587,1587,2004-05-05,2022-11-26,2022-11-26
1588,1588,2004-05-06,2022-11-26,2022-11-26
1589,1589,2004-05-07,2022-11-26,2022-11-26
1590,1590,2004-05-08,2022-11-26,2022-11-26
1591,1591,2004-05-09,2022-11-26,2022-11-26
1592,1592,2004-05-10,2022-11-26,2022-11-26
1593,1593,2004-05-11,2022-11-26,2022-11-26
1594,1594,2004-05-12,2022-11-26,2022-11-26
1595,1595,2004-05-13,2022-11-26,2022-11-26
1596,1596,2004-05-14,2022-11-26,2022-11-26
1597,1597,2004-05-15,2022-11-26,2022-11-26
1598,1598,2004-05-16,2022-11-26,2022-11-26
1599,1599,2004-05-17,2022-11-26,2022-11-26
1600,1600,2004-05-18,2022-11-26,2022-11-26
1601,1601,2004-05-19,2022-11-26,2022-11-26
1602,1602,2004-05-20,2022-11-26,2022-11-26
1603,1603,2004-05-21,2022-11-26,2022-11-26
1604,1604,2004-05-22,2022-11-26,2022-11-26
1605,1605,2004-05-23,2022-11-26,2022-11-26
1606,1606,2004-05-24,2022-11-26,2022-11-26
1607,1607,2004-05-25,2022-11-26,2022-11-26
1608,1608,2004-05-26,2022-11-26,2022-11-26
1609,1609,2004-05-27,2022-11-26,2022-11-26
1610,1610,2004-05-28,2022-11-26,2022-11-26
1611,1611,2004-05-29,2022-11-26,2022-11-26
1612,1612,2004-05-30,2022-11-26,2022-11-26
1613,1613,2004-05-31,2022-11-26,2022-11-26
1614,1614,2004-06-01,2022-11-26,2022-11-26
1615,1615,2004-06-02,2022-11-26,2022-11-26
1616,1616,2004-06-03,2022-11-26,2022-11-26
1617,1617,2004-06-04,2022-11-26,2022-11-26
1618,1618,2004-06-05,2022-11-26,2022-11-26
1619,1619,2004-06-06,2022-11-26,2022-11-26
1620,1620,2004-06-07,2022-11-26,2022-11-26
1621,1621,2004-06-08,2022-11-26,2022-11-26
1622,1622,2004-06-09,2022-11-26,2022-11-26
1623,1623,2004-06-10,2022-11-26,2022-11-26
1624,1624,2004-06-11,2022-11-26,2022-11-26
1625,1625,2004-06-12,2022-11-26,2022-11-26
